# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/mutant-01.bam" "bam/mutant-02.bam" "bam/mutant-03.bam" "bam/mutant-04.bam" "bam/mutant-05.bam" "bam/mutant-06.bam" "bam/wildtype-01.bam" "bam/wildtype-02.bam" "bam/wildtype-03.bam" "bam/wildtype-04.bam" "bam/wildtype-05.bam" "bam/wildtype-06.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/mutant-01.bam	bam/mutant-02.bam	bam/mutant-03.bam	bam/mutant-04.bam	bam/mutant-05.bam	bam/mutant-06.bam	bam/wildtype-01.bam	bam/wildtype-02.bam	bam/wildtype-03.bam	bam/wildtype-04.bam	bam/wildtype-05.bam	bam/wildtype-06.bam
YDR150W	IV	755628	763874	+	8247	362	279	235	396	224	630	140	209	164	255	175	431
YDR151C	IV	764178	765155	-	978	172	119	102	151	97	181	51	109	80	135	123	194
YDR152W	IV	765706	766503	+	798	197	165	168	209	130	313	116	192	135	179	196	336
YDR153C	IV	766736	767971	-	1236	217	158	172	231	131	349	74	133	98	141	130	244
YDR155C	IV	768512	769000	-	489	4113	3781	4075	4231	3385	437	3186	3049	3048	5212	3493	5308
YDR156W	IV	769525	769938	+	414	83	59	56	66	69	49	30	72	42	64	55	109
YDR158W	IV	770357	771454	+	1098	1126	1044	1076	1135	806	324	527	507	496	839	550	1019
YDR159W	IV	771877	775782	+	3906	133	92	113	146	89	164	39	97	53	103	93	220
YDR160W	IV	776163	778721	+	2559	113	97	101	138	61	87	60	68	68	102	78	163
YDR161W	IV	779043	780206	+	1164	102	91	96	109	61	85	45	139	78	88	152	277
YDR162C	IV	780390	781100	-	711	108	101	91	119	74	197	49	61	61	77	63	123
YDR163W	IV	781423	781950	+	528	89	58	62	87	49	138	20	37	34	56	52	87
YDR164C	IV	782041	784215	-	2175	105	80	110	120	69	138	60	78	67	105	79	158
YDR165W	IV	784871	786205	+	1335	65	52	42	76	36	51	57	93	59	84	122	206
YDR166C	IV	786306	789221	-	2916	89	74	68	92	49	85	35	80	75	86	66	157
YDR167W	IV	789449	790069	+	621	135	128	109	131	99	93	76	104	91	109	85	171
YDR168W	IV	790328	791848	+	1521	202	162	148	241	122	235	79	138	133	153	118	254
YDR169C	IV	792348	793889	-	1542	185	172	142	201	154	881	78	123	102	147	109	252
YDR170C	IV	796193	802222	-	6030	418	386	358	451	255	485	239	271	228	418	309	639
YDR171W	IV	806621	807748	+	1128	666	616	604	674	523	721	540	484	559	986	411	865
YDR172W	IV	808324	810381	+	2058	492	423	429	558	328	240	296	425	298	476	491	887
YDR173C	IV	810565	811632	-	1068	55	40	41	59	25	58	24	48	24	39	34	78
YDR174W	IV	812110	812850	+	741	534	404	434	550	311	644	200	345	290	413	386	640
YDR175C	IV	813193	814152	-	960	138	91	94	117	85	234	51	70	87	104	94	134
YDR176W	IV	814452	816560	+	2109	223	179	211	256	148	252	80	127	123	142	131	294
YDR177W	IV	816878	817525	+	648	271	238	220	286	180	174	143	167	147	220	146	264
YDR178W	IV	817950	818495	+	546	291	223	215	299	192	229	118	122	166	258	106	220
YDR179C	IV	818708	819196	-	489	14	5	13	10	4	4	1	5	5	13	5	11
YDR179W-A	IV	819433	820824	+	1392	18	17	14	16	14	16	6	10	15	21	9	24
YDR180W	IV	821295	825776	+	4482	48	36	45	52	41	31	24	45	23	41	63	99
YDR181C	IV	825910	827355	-	1446	95	87	96	102	62	59	38	57	39	62	51	118
YDR182W	IV	827582	829057	+	1476	275	181	184	267	164	385	79	170	120	180	123	276
YDR183W	IV	829585	830277	+	693	46	28	34	54	25	20	19	32	14	37	24	42
YDR184C	IV	830629	831513	-	885	24	10	11	15	9	44	7	60	19	31	59	114
YDR185C	IV	831934	832473	-	540	63	38	35	53	27	39	22	36	19	44	38	65
YDR186C	IV	832859	835492	-	2634	268	169	169	300	152	483	135	255	176	228	280	442
YDR188W	IV	836421	838061	+	1641	881	709	753	849	509	379	488	540	432	716	634	1139
YDR189W	IV	838392	840392	+	2001	194	158	174	224	125	281	88	136	96	174	123	301
YDR190C	IV	840604	841995	-	1392	306	288	257	389	229	212	188	340	239	301	375	637
YDR191W	IV	842337	843449	+	1113	39	38	27	36	28	39	11	15	17	21	10	31
YDR192C	IV	843569	844861	-	1293	65	48	41	80	42	175	26	36	42	53	47	74
YDR194C	IV	845952	847946	-	1995	151	96	122	187	71	168	64	193	132	152	190	400
YDR195W	IV	848599	850200	+	1602	78	36	50	87	43	91	20	60	47	39	43	85
YDR196C	IV	850274	850999	-	726	175	115	102	177	112	117	80	96	85	138	91	178
YDR197W	IV	851228	852397	+	1170	51	35	32	53	29	102	16	56	28	45	43	71
YDR198C	IV	852533	853972	-	1440	40	24	26	58	37	55	16	28	25	21	42	64
YDR200C	IV	854279	856093	-	1815	168	125	117	176	81	218	45	82	56	86	63	159
YDR201W	IV	856317	856814	+	498	80	46	56	82	44	57	25	34	44	64	40	63
YDR202C	IV	856898	857953	-	1056	98	76	90	101	56	67	38	84	54	84	74	115
YDR204W	IV	858137	859144	+	1008	154	148	125	140	98	121	92	94	85	148	76	136
YDR205W	IV	859346	861520	+	2175	87	79	73	74	49	116	38	69	60	94	72	111
YDR206W	IV	862054	864708	+	2655	190	141	140	214	140	306	96	127	106	152	168	310
YDR207C	IV	865012	867522	-	2511	134	140	123	151	87	355	55	112	77	86	101	170
YDR208W	IV	868224	870563	+	2340	229	136	135	188	86	249	48	109	79	114	109	194
YDR211W	IV	884727	886865	+	2139	213	202	226	279	150	208	105	220	126	185	200	414
YDR212W	IV	887232	888911	+	1680	385	382	366	399	287	197	203	323	237	367	265	611
YDR213W	IV	889751	892492	+	2742	83	91	72	76	45	61	49	92	61	111	91	200
YDR214W	IV	892875	893927	+	1053	211	217	193	236	165	248	140	149	163	250	129	267
YDR216W	IV	895035	899006	+	3972	301	214	167	277	113	175	51	71	107	101	68	127
YDR217C	IV	899551	903480	-	3930	132	87	106	142	87	148	46	85	71	73	83	186
YDR218C	IV	903781	905052	-	1272	10	4	4	3	3	3	1	2	1	4	2	2
YDR219C	IV	905455	906852	-	1398	113	68	80	101	53	121	29	77	45	69	60	114
YDR221W	IV	907330	909438	+	2109	96	111	125	120	84	134	61	68	54	87	61	121
YDR223W	IV	912099	913502	+	1404	50	29	25	38	27	51	12	23	17	43	23	57
YDR224C	IV	914317	914712	-	396	1496	1010	1068	1557	841	477	570	1272	1095	1445	1121	2305
YDR225W	IV	915530	915928	+	399	1370	849	924	1238	735	232	668	1475	1251	1605	1407	2412
YDR226W	IV	916486	917154	+	669	1081	1045	1038	1187	807	289	542	815	619	1100	732	1441
YDR227W	IV	917571	921647	+	4077	100	71	66	118	45	76	35	47	35	53	51	136
YDR228C	IV	921926	923806	-	1881	122	85	95	122	63	228	47	74	50	62	81	179
YDR229W	IV	924785	926146	+	1362	180	133	162	184	117	364	70	103	84	137	96	217
YDR231C	IV	926293	926910	-	618	126	102	102	124	81	70	40	51	75	83	32	95
YDR232W	IV	927452	929098	+	1647	293	243	259	282	174	192	201	281	206	259	295	518
YDR233C	IV	929470	930357	-	888	772	599	519	755	463	1390	278	680	435	663	602	1118
YDR234W	IV	931129	933210	+	2082	160	100	101	134	72	90	95	161	112	148	155	311
YDR235W	IV	933504	935138	+	1635	74	48	47	67	36	49	17	52	39	59	45	99
YDR236C	IV	935236	935892	-	657	113	92	89	119	70	108	40	64	63	84	70	102
YDR237W	IV	936615	937493	+	879	81	64	57	98	45	104	45	68	59	63	63	102
YDR238C	IV	937895	940816	-	2922	522	524	494	629	333	334	303	353	305	470	386	789
YDR240C	IV	943674	945152	-	1479	37	23	23	36	23	51	12	32	15	23	26	36
YDR241W	IV	945151	945438	+	288	0	2	0	0	0	0	0	0	1	0	0	0
YDR242W	IV	946807	948456	+	1650	66	57	48	61	37	45	23	30	29	49	33	71
YDR243C	IV	948518	950284	-	1767	58	48	36	51	17	19	23	21	22	36	38	66
YDR244W	IV	950563	952401	+	1839	158	102	101	147	88	118	53	99	66	106	83	153
YDR245W	IV	952800	953981	+	1182	276	200	200	285	186	211	123	243	158	261	250	396
YDR246W	IV	954288	954947	+	660	170	136	113	146	119	423	73	78	87	165	79	143
YDR247W	IV	956013	957398	+	1386	102	68	71	97	65	277	70	94	106	144	82	140
YDR251W	IV	960614	963106	+	2493	528	412	398	564	307	1541	239	290	259	417	276	588
YDR252W	IV	963412	963861	+	450	19	10	5	18	14	31	6	13	11	15	6	26
YDR253C	IV	963990	964565	-	576	56	53	44	48	40	92	15	20	14	29	31	35
YDR254W	IV	965113	966489	+	1377	54	48	48	81	38	64	29	36	41	63	36	78
YDR255C	IV	966557	967822	-	1266	95	62	62	87	46	108	35	60	64	81	46	94
YDR256C	IV	968133	969680	-	1548	75	60	44	57	30	105	22	51	37	56	33	83
YDR257C	IV	969990	971474	-	1485	83	83	79	101	52	89	43	81	64	71	80	126
YDR258C	IV	971808	974243	-	2436	192	191	255	201	156	135	156	157	142	299	130	286
YDR259C	IV	974631	975782	-	1152	67	45	38	70	37	99	6	19	18	19	15	27
YDR260C	IV	976717	977229	-	513	124	129	97	143	119	200	35	69	40	56	62	82
YDR261C	IV	977521	979209	-	1689	196	127	174	205	111	214	105	153	111	157	154	302
YDR263C	IV	994242	995534	-	1293	12	19	23	32	15	51	5	18	7	16	18	33
YDR264C	IV	996029	998323	-	2295	334	341	329	405	224	260	183	248	181	290	226	411
YDR265W	IV	998864	999877	+	1014	83	74	74	86	47	88	35	54	53	66	42	98
YDR266C	IV	1000104	1002023	-	1920	86	89	77	102	56	143	52	109	74	111	89	205
YDR267C	IV	1002510	1003502	-	993	147	129	130	138	100	167	92	99	67	129	111	219
YDR268W	IV	1004004	1005143	+	1140	41	21	26	34	26	51	26	35	25	41	33	71
YDR270W	IV	1005675	1008689	+	3015	87	73	80	107	42	74	34	72	48	59	88	136
YDR272W	IV	1009010	1009834	+	825	168	156	132	201	109	220	57	88	76	122	83	157
YDR273W	IV	1010176	1011273	+	1098	49	32	39	43	35	108	18	22	12	19	32	55
YDR275W	IV	1012252	1012959	+	708	79	64	42	72	52	71	42	72	53	65	79	125
YDR276C	IV	1013476	1013643	-	168	882	690	552	919	741	2429	400	617	573	866	543	773
YDR277C	IV	1014401	1015702	-	1302	152	98	79	118	77	315	172	259	300	391	198	472
YDR279W	IV	1019368	1020420	+	1053	66	44	49	63	47	62	17	42	30	47	41	76
YDR280W	IV	1020747	1021664	+	918	135	120	114	152	96	204	75	148	101	142	140	281
YDR281C	IV	1022007	1022321	-	315	3	2	5	0	4	1	16	18	18	24	21	37
YDR282C	IV	1023511	1024755	-	1245	32	22	34	34	20	48	13	25	20	39	27	34
YDR283C	IV	1025070	1030049	-	4980	133	110	128	175	80	111	46	88	60	107	95	229
YDR284C	IV	1030550	1031419	-	870	259	185	177	264	158	112	105	99	127	177	123	229
YDR285W	IV	1032436	1035063	+	2628	48	26	42	51	23	23	10	45	25	47	32	69
YDR287W	IV	1035995	1036873	+	879	118	106	102	132	95	109	59	62	62	84	58	97
YDR288W	IV	1037195	1038106	+	912	54	44	46	62	47	82	18	36	42	54	46	74
YDR289C	IV	1038280	1039509	-	1230	92	76	69	103	45	131	40	53	58	66	57	121
YDR290W	IV	1039370	1039699	+	330	0	0	1	0	0	0	0	0	0	0	1	0
YDR291W	IV	1039728	1042961	+	3234	99	81	87	111	55	81	50	81	55	70	78	136
YDR292C	IV	1043146	1045011	-	1866	260	237	223	333	186	288	137	224	147	248	219	366
YDR293C	IV	1045640	1049392	-	3753	953	747	745	1007	537	1506	445	625	507	853	545	1216
YDR294C	IV	1050459	1052228	-	1770	341	310	274	397	238	252	195	242	184	315	218	483
YDR295C	IV	1052623	1054647	-	2025	79	57	74	91	42	78	22	70	39	73	72	94
YDR296W	IV	1055212	1055892	+	681	187	175	155	176	113	167	111	120	101	170	134	211
YDR297W	IV	1056551	1057600	+	1050	401	316	301	374	244	289	186	391	283	409	376	645
YDR298C	IV	1058176	1058814	-	639	287	210	235	297	183	137	79	149	127	181	120	265
YDR299W	IV	1059627	1061231	+	1605	23	12	17	19	5	25	16	54	22	29	78	157
YDR300C	IV	1061505	1062791	-	1287	186	135	117	176	75	107	85	179	113	155	168	326
YDR301W	IV	1063352	1067425	+	4074	147	92	109	143	81	143	67	106	69	105	111	192
YDR302W	IV	1067731	1068390	+	660	106	46	52	80	60	66	20	86	50	62	53	106
YDR303C	IV	1068729	1071386	-	2658	132	66	83	143	54	116	48	87	84	102	94	181
YDR304C	IV	1071880	1072557	-	678	528	462	503	492	381	864	231	264	272	419	257	533
YDR305C	IV;IV	1072746;1073402	1073312;1073488	-;-	654	72	50	44	73	41	193	35	42	28	36	44	65
YDR307W	IV	1075865	1077853	+	1989	95	84	94	125	80	104	38	64	54	87	54	99
YDR308C	IV	1078027	1078449	-	423	58	48	49	65	39	72	18	50	34	53	50	64
YDR309C	IV	1079048	1080199	-	1152	248	165	154	214	119	710	49	101	88	100	123	162
YDR310C	IV	1081128	1084316	-	3189	223	177	168	225	119	307	79	127	122	156	120	247
YDR311W	IV	1085065	1086993	+	1929	107	91	103	133	76	109	58	74	58	87	83	124
YDR312W	IV	1087581	1088942	+	1362	39	29	34	34	30	48	17	41	28	37	45	93
YDR313C	IV	1089219	1090079	-	861	48	52	55	71	44	39	21	35	34	44	38	71
YDR314C	IV	1090433	1092511	-	2079	22	16	15	27	12	23	10	18	16	22	21	31
YDR315C	IV	1092741	1093586	-	846	43	28	38	55	30	34	14	13	16	36	21	29
YDR316W	IV	1093763	1095178	+	1416	71	37	65	78	41	143	22	47	59	58	70	87
YDR317W	IV	1102184	1103428	+	1245	30	22	17	34	20	51	12	20	12	22	18	34
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	58	34	36	52	34	49	14	42	36	40	37	65
YDR320C	IV	1106095	1108101	-	2007	93	52	79	111	76	112	36	44	45	70	47	105
YDR320C-A	IV	1108280	1108498	-	219	81	50	41	66	58	24	21	35	37	42	35	47
YDR321W	IV	1108702	1109847	+	1146	260	213	237	287	151	53	129	234	155	275	250	489
YDR322W	IV	1110589	1111692	+	1104	81	52	64	84	47	55	33	85	58	85	64	111
YDR322C-A	IV	1112003	1112293	-	291	131	77	94	136	87	83	42	58	75	90	62	110
YDR323C	IV	1112480	1114027	-	1548	35	27	31	44	23	24	10	25	20	23	26	41
YDR324C	IV	1114433	1116763	-	2331	48	36	38	54	17	59	27	79	53	65	126	211
YDR325W	IV	1117126	1120233	+	3108	56	43	51	82	52	55	26	46	29	42	45	114
YDR326C	IV	1120609	1124925	-	4317	213	127	145	203	113	206	60	124	101	144	124	271
YDR328C	IV	1125434	1126018	-	585	670	568	568	609	440	404	349	380	321	497	389	686
YDR329C	IV	1126270	1127595	-	1326	245	185	156	248	139	219	88	133	97	164	90	179
YDR330W	IV	1127872	1129374	+	1503	186	159	154	229	129	436	107	133	117	186	107	216
YDR331W	IV	1129588	1130823	+	1236	104	83	64	107	59	61	38	72	68	97	61	133
YDR332W	IV	1131001	1133070	+	2070	71	54	61	75	46	70	22	53	35	58	44	71
YDR333C	IV	1133260	1135431	-	2172	153	93	124	161	81	166	57	105	89	103	97	189
YDR334W	IV	1135932	1140476	+	4545	309	183	203	254	151	251	118	145	138	206	154	329
YDR335W	IV	1141168	1144842	+	3675	500	387	443	527	284	876	163	215	204	290	199	516
YDR336W	IV	1145092	1146036	+	945	60	40	42	55	32	17	13	41	26	41	58	91
YDR337W	IV	1146319	1147179	+	861	89	79	65	110	66	143	36	75	66	92	73	127
YDR339C	IV	1149951	1150520	-	570	101	55	64	91	58	77	42	94	69	72	83	147
YDR341C	IV	1151803	1153626	-	1824	488	365	367	457	298	737	260	433	300	519	491	858
YDR342C	IV	1154216	1155928	-	1713	107	75	69	108	52	99	382	286	570	652	235	489
YDR343C	IV	1159608	1161320	-	1713	50	31	37	49	29	51	81	77	155	146	71	146
YDR345C	IV	1162957	1164660	-	1704	3902	2848	2619	3904	2156	1796	3472	5769	4699	6017	5539	10170
YDR346C	IV	1167214	1168659	-	1446	486	370	374	493	230	490	231	442	327	422	437	871
YDR347W	IV	1169178	1170143	+	966	165	100	103	153	84	101	84	119	103	144	97	204
YDR348C	IV	1170326	1171825	-	1500	410	342	271	410	278	773	159	222	193	260	244	456
YDR349C	IV	1172386	1174176	-	1791	361	290	262	342	219	382	137	205	159	253	200	359
YDR350C	IV	1176120	1178174	-	2055	156	95	96	152	62	102	23	85	77	103	82	164
YDR351W	IV	1178666	1181260	+	2595	185	123	145	187	92	281	52	118	89	113	111	240
YDR352W	IV	1181801	1182754	+	954	72	73	79	94	69	62	43	80	61	97	100	132
YDR353W	IV	1183299	1184258	+	960	1190	1032	1024	1238	854	1149	648	822	704	1102	802	1488
YDR354W	IV	1184747	1185889	+	1143	277	247	196	323	207	322	131	126	138	249	145	232
YDR356W	IV	1186107	1188941	+	2835	91	71	83	101	51	84	33	53	36	47	48	141
YDR357C	IV	1189199	1189567	-	369	41	19	18	42	26	54	8	18	24	25	19	42
YDR358W	IV	1190059	1191732	+	1674	241	182	171	238	119	190	98	117	101	199	100	174
YDR359C	IV	1191936	1194884	-	2949	143	151	143	184	101	668	48	95	57	113	67	169
YDR360W	IV	1194598	1195032	+	435	7	1	4	2	0	2	1	0	0	1	3	2
YDR361C	IV	1195412	1196263	-	852	72	54	46	79	48	51	51	97	79	97	116	204
YDR362C	IV	1196679	1198697	-	2019	65	66	58	67	50	64	41	46	38	68	59	123
YDR363W	IV	1199183	1200553	+	1371	76	62	66	85	43	111	23	55	39	68	53	97
YDR363W-A	IV	1202128	1202397	+	270	209	156	194	255	135	890	81	126	116	167	91	218
YDR364C	IV	1202843	1204210	-	1368	56	43	42	60	27	119	17	55	34	50	48	93
YDR365C	IV	1204497	1206383	-	1887	232	215	252	349	131	497	157	376	249	335	399	865
YDR367W	IV;IV	1212848;1212979	1212877;1213614	+;+	666	121	90	85	100	73	89	33	60	47	62	52	89
YDR368W	IV	1213904	1214842	+	939	256	206	227	273	167	189	111	157	138	206	136	278
YDR369C	IV	1215016	1217580	-	2565	49	50	47	56	32	59	20	34	24	41	18	60
YDR370C	IV	1217782	1219110	-	1329	67	45	50	75	29	66	26	53	35	54	52	101
YDR371W	IV	1219413	1220948	+	1536	98	61	61	87	57	83	29	50	51	55	54	94
YDR372C	IV	1221112	1222149	-	1038	297	233	272	338	232	292	152	243	198	290	205	467
YDR373W	IV	1222759	1223331	+	573	149	112	113	162	103	59	47	76	81	94	87	119
YDR374C	IV	1223474	1224394	-	921	0	0	0	1	0	0	0	0	1	1	1	3
YDR374W-A	IV	1224757	1225026	+	270	53	37	38	49	23	8	4	20	18	27	17	34
YDR375C	IV	1225166	1226536	-	1371	126	95	89	116	65	231	47	72	70	95	67	126
YDR376W	IV	1226822	1228303	+	1482	107	95	83	96	51	101	43	62	53	81	49	109
YDR377W	IV	1228611	1228916	+	306	201	134	134	178	129	148	83	88	113	146	84	176
YDR378C	IV	1229349	1229609	-	261	183	139	133	193	108	139	66	98	106	136	117	184
YDR379W	IV	1230167	1233196	+	3030	219	176	160	257	145	442	91	151	81	129	109	212
YDR379C-A	IV	1233278	1233517	-	240	26	20	12	23	20	16	4	7	5	14	6	8
YDR380W	IV	1234218	1236125	+	1908	102	79	52	95	72	100	57	61	69	85	58	81
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	327	241	312	391	222	149	179	352	304	375	283	671
YDR382W	IV	1239492	1239824	+	333	1640	1390	1685	1721	1048	240	1082	1406	1069	1781	1640	2798
YDR383C	IV	1239960	1240676	-	717	73	37	57	77	44	79	23	35	37	43	44	84
YDR384C	IV	1241204	1242031	-	828	83	68	76	119	69	41	74	104	97	136	111	240
YDR385W	IV	1243230	1245758	+	2529	554	445	478	512	338	111	293	491	343	550	546	931
YDR386W	IV	1246084	1247982	+	1899	50	44	43	60	39	56	21	25	24	30	24	59
YDR387C	IV	1248154	1249821	-	1668	139	90	110	133	86	147	55	86	69	105	72	165
YDR388W	IV	1250186	1251634	+	1449	641	570	540	649	424	438	388	394	340	612	355	742
YDR389W	IV	1252537	1254501	+	1965	120	84	87	104	82	156	67	93	59	125	100	194
YDR390C	IV	1254937	1256847	-	1911	173	148	135	225	98	287	80	121	94	136	131	238
YDR392W	IV	1258696	1259709	+	1014	130	115	107	137	91	128	62	77	52	107	67	164
YDR393W	IV	1259901	1261271	+	1371	75	57	55	76	58	212	29	50	43	64	51	105
YDR394W	IV	1261681	1262967	+	1287	590	528	471	562	426	342	344	409	377	577	408	736
YDR395W	IV	1263324	1266158	+	2835	120	102	130	120	86	87	72	180	114	145	160	353
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	87	75	80	76	56	21	54	94	72	133	101	150
YDR398W	IV	1267471	1269402	+	1932	112	97	66	121	80	132	85	229	105	172	263	375
YDR399W	IV	1270068	1270733	+	666	153	101	121	127	95	131	223	410	280	487	480	649
YDR400W	IV	1271063	1272085	+	1023	67	44	36	83	46	38	22	53	23	56	37	72
YDR402C	IV	1272234	1273703	-	1470	6	8	2	5	7	7	1	8	6	6	4	9
YDR403W	IV	1274602	1276212	+	1611	23	7	13	17	8	33	4	10	9	14	10	20
YDR404C	IV	1276654	1277169	-	516	152	95	99	149	100	95	61	126	104	137	129	237
YDR405W	IV	1277646	1278437	+	792	203	168	140	203	148	474	94	143	126	228	167	270
YDR406W	IV	1279210	1283799	+	4590	138	127	110	139	83	103	231	313	321	378	291	614
YDR406W-A	IV	1283799	1284044	+	246	1	3	0	1	0	0	0	2	4	0	4	7
YDR407C	IV	1284069	1287938	-	3870	125	124	132	181	83	302	63	81	66	100	73	200
YDR408C	IV	1288215	1288859	-	645	245	198	233	255	190	107	177	201	140	298	190	335
YDR409W	IV	1289406	1292120	+	2715	100	92	84	94	63	196	44	84	56	104	83	135
YDR410C	IV	1292372	1293091	-	720	88	57	62	94	62	78	25	57	47	69	42	102
YDR411C	IV	1293369	1294394	-	1026	146	139	130	159	126	237	77	124	84	157	87	161
YDR412W	IV	1294693	1295400	+	708	61	56	55	85	32	116	32	82	58	62	97	220
YDR414C	IV	1295598	1296686	-	1089	80	45	55	46	32	55	18	59	45	50	51	80
YDR416W	IV	1298432	1301011	+	2580	80	63	57	68	40	55	28	54	45	65	81	115
YDR418W	IV	1301616	1302113	+	498	1492	1242	1285	1488	1109	345	825	1390	1018	1676	1462	2254
YDR419W	IV	1303174	1305072	+	1899	50	43	42	56	36	70	29	34	43	49	30	74
YDR420W	IV	1306267	1311675	+	5409	178	123	113	177	85	489	55	115	83	103	125	260
YDR421W	IV	1312040	1314892	+	2853	127	111	112	150	88	98	55	61	54	98	51	116
YDR422C	IV	1315326	1317773	-	2448	105	100	102	114	65	143	56	79	76	92	62	152
YDR423C	IV	1318046	1319275	-	1230	134	142	135	157	100	272	50	72	60	92	78	126
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	111	104	77	137	91	68	47	50	49	99	47	78
YDR425W	IV	1320064	1321941	+	1878	88	80	64	113	56	258	36	57	57	98	56	89
YDR427W	IV	1322205	1323386	+	1182	320	201	199	307	177	509	108	212	183	257	188	344
YDR428C	IV	1323454	1324239	-	786	59	44	30	50	33	16	23	55	45	64	57	95
YDR429C	IV	1324477	1325301	-	825	630	514	626	736	421	374	364	585	418	617	627	1220
YDR430C	IV	1325501	1328470	-	2970	167	112	127	158	92	112	115	126	106	152	106	207
YDR432W	IV	1328783	1330027	+	1245	612	478	471	549	310	1755	308	380	350	550	392	866
YDR433W	IV	1329600	1330040	+	441	4	4	4	4	2	17	4	2	2	5	1	8
YDR434W	IV	1331237	1332841	+	1605	220	142	140	203	108	102	66	133	106	152	105	236
YDR435C	IV	1332983	1333969	-	987	176	154	153	185	106	43	72	104	96	166	92	149
YDR436W	IV	1334821	1336953	+	2133	213	201	187	228	170	252	89	99	86	159	92	169
YDR437W	IV	1337352	1337774	+	423	14	22	13	15	4	42	9	15	10	12	18	19
YDR438W	IV	1338274	1339386	+	1113	64	43	43	57	55	43	27	36	24	44	47	83
YDR439W	IV	1339676	1340719	+	1044	47	36	40	41	33	65	30	36	24	45	49	63
YDR440W	IV	1342493	1344241	+	1749	76	47	58	68	52	105	35	60	53	69	80	101
YDR441C	IV	1344517	1345062	-	546	67	43	41	73	45	92	41	62	51	75	65	120
YDR443C	IV	1345676	1349938	-	4263	117	134	104	145	77	250	61	74	55	94	62	130
YDR446W	IV	1353725	1354633	+	909	1	0	0	3	1	3	1	1	1	1	3	1
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	800	713	731	860	649	189	462	902	629	985	853	1527
YDR448W	IV	1356065	1357369	+	1305	56	45	47	64	44	67	21	39	24	46	39	75
YDR449C	IV	1357580	1358902	-	1323	23	15	18	23	19	26	19	46	25	24	54	110
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	1751	1386	1407	1785	1220	331	1151	1743	1253	2099	1789	2767
YDR451C	IV	1361120	1362181	-	1062	64	47	49	45	42	75	34	37	39	57	44	73
YDR452W	IV	1362878	1364902	+	2025	567	472	487	597	353	733	169	249	192	315	225	447
YDR453C	IV	1365072	1365662	-	591	45	40	41	56	33	233	22	39	53	94	24	56
YDR454C	IV	1366264	1366827	-	564	328	281	278	336	237	204	153	290	228	375	306	517
YDR456W	IV	1367485	1369386	+	1902	282	207	223	299	191	145	105	126	98	152	126	291
YDR457W	IV	1369790	1379596	+	9807	332	313	335	457	254	509	204	242	177	351	279	608
YDR458C	IV	1380055	1382046	-	1992	144	91	110	119	85	63	46	73	63	85	80	169
YDR459C	IV	1382319	1383443	-	1125	105	84	66	88	55	137	25	48	47	64	45	63
YDR460W	IV	1383811	1384776	+	966	119	95	89	135	66	130	37	64	52	67	69	111
YDR461W	IV	1385176	1385286	+	111	87	61	45	76	55	89	63	123	108	133	127	192
YDR462W	IV	1386073	1386516	+	444	77	77	61	68	55	109	35	59	68	106	53	95
YDR463W	IV	1386816	1388375	+	1560	155	138	128	184	121	328	61	82	67	111	85	171
YDR464W	IV	1388872	1393179	+	4308	109	103	104	110	64	222	45	92	55	71	104	173
YDR465C	IV	1393336	1394574	-	1239	152	124	106	195	97	503	103	162	120	153	216	418
YDR466W	IV	1395121	1397817	+	2697	187	146	144	225	99	575	79	131	101	158	115	254
YDR468C	IV	1398026	1398700	-	675	141	115	121	132	95	245	48	75	70	106	77	126
YDR469W	IV	1399015	1399542	+	528	95	84	82	89	71	94	22	59	46	75	64	73
YDR470C	IV	1399706	1401214	-	1509	101	70	61	91	68	63	54	76	48	83	62	117
YDR471W	IV;IV	1401770;1402185	1401800;1402564	+;+	411	1071	966	939	1041	819	173	663	944	723	1185	1032	1733
YDR472W	IV	1403322	1404173	+	852	86	48	75	74	81	185	40	54	55	75	64	130
YDR473C	IV	1404445	1405854	-	1410	72	56	85	83	58	239	32	35	20	46	36	85
YDR475C	IV	1407464	1410094	-	2631	221	198	187	261	135	299	113	127	107	184	131	267
YDR477W	IV	1412373	1414274	+	1902	292	190	174	229	150	301	135	169	176	246	182	349
YDR478W	IV	1414575	1415171	+	597	17	12	13	17	11	12	5	11	9	19	12	20
YDR479C	IV	1415210	1416874	-	1665	290	206	224	282	160	419	108	128	114	157	121	178
YDR480W	IV	1417399	1418370	+	972	77	48	48	96	58	320	25	41	38	40	47	74
YDR481C	IV	1418550	1420250	-	1701	340	284	269	305	261	296	324	383	304	506	396	651
YDR482C	IV	1420431	1420838	-	408	126	107	123	129	118	223	76	74	67	117	79	148
YDR483W	IV	1421157	1422485	+	1329	648	501	513	609	410	538	304	469	320	606	375	808
